,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,listing_per_host,availability_365,distance,last_review
1575,210019212,Brooklyn,Bushwick,Private room,49,7,28,2.78,3,28,6374.158648255824,13
1576,136729912,Manhattan,Tribeca,Entire home/apt,700,4,12,0.62,1,124,6374.738744241892,188
1577,5162192,Manhattan,Upper West Side,Entire home/apt,300,30,0,1.3770742181764792,12,233,6365.536866848975,6762
1578,35387196,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,85,7,6,0.62,4,0,6379.708460303127,159
1579,147638312,Brooklyn,Park Slope,Private room,125,5,7,0.84,1,180,6379.250735385887,40
1580,36380968,Brooklyn,Brighton Beach,Private room,60,1,18,2.78,2,343,6389.117364406055,3
1581,946943,Brooklyn,Williamsburg,Entire home/apt,155,4,58,1.21,3,3,6374.352776610426,10
1582,134613498,Manhattan,East Village,Private room,415,1,2,0.23,7,0,6373.754547431918,197
1583,3563,Brooklyn,Sunset Park,Private room,35,6,1,0.02,1,0,6383.752642214056,1683
1584,80333891,Brooklyn,Park Slope,Private room,40,7,2,0.08,2,0,6379.28560426346,717
1585,709334,Manhattan,Harlem,Entire home/apt,295,2,74,0.76,2,264,6364.45117764538,22
1586,3963645,Manhattan,West Village,Entire home/apt,160,2,13,0.55,1,0,6373.501110188233,225
1587,3715319,Manhattan,Harlem,Private room,79,3,19,0.3,1,365,6361.949344785106,255
1588,34010790,Brooklyn,Bedford-Stuyvesant,Private room,50,1,0,1.3770742181764792,1,0,6376.176364726226,6762
1589,4047395,Brooklyn,Clinton Hill,Private room,80,2,37,1.4,2,159,6377.577628744404,35
1590,223401516,Brooklyn,Bedford-Stuyvesant,Private room,65,2,34,4.2,1,175,6376.7766575167225,6
1591,61873,Brooklyn,Crown Heights,Private room,90,2,24,0.3,1,30,6378.846699749244,5
1592,133005440,Brooklyn,Bedford-Stuyvesant,Entire home/apt,125,2,1,1.0,2,342,6377.861094395343,15
1593,46648109,Manhattan,Midtown,Entire home/apt,559,30,2,0.17,1,0,6370.286120211836,261
1594,52109239,Brooklyn,Bedford-Stuyvesant,Private room,40,3,0,1.3770742181764792,1,0,6376.840426077275,6762
1595,21261408,Brooklyn,Clinton Hill,Private room,130,1,2,2.0,6,345,6377.003255307788,7
1596,222755851,Manhattan,Upper West Side,Private room,145,1,2,0.24,2,0,6365.4003173345445,242
1597,152503673,Brooklyn,East New York,Entire home/apt,89,3,11,4.58,1,13,6376.421004439399,7
1598,120762452,Manhattan,Murray Hill,Entire home/apt,150,30,1,0.05,50,364,6371.153141533405,575
1599,8726203,Brooklyn,Bushwick,Entire home/apt,145,3,99,1.97,1,327,6374.588914242561,3
1600,387756,Manhattan,Chelsea,Entire home/apt,250,2,3,0.13,1,358,6371.763777368265,190
1601,155400834,Manhattan,Harlem,Entire home/apt,245,2,82,4.44,1,135,6363.651910811214,8
1602,33386742,Brooklyn,Williamsburg,Private room,80,1,0,1.3770742181764792,1,5,6375.039490436926,6762
1603,73541674,Queens,Ditmars Steinway,Entire home/apt,100,3,2,0.07,2,200,6367.047902604924,357
1604,22527211,Manhattan,Midtown,Entire home/apt,190,29,53,1.4,1,165,6369.768769616915,69
1605,259796664,Queens,Long Island City,Private room,99,1,9,4.15,10,360,6369.477373966723,18
1606,20446747,Manhattan,Hell's Kitchen,Entire home/apt,176,4,105,2.99,1,143,6369.60713412005,7
1607,109551284,Manhattan,Upper West Side,Private room,120,5,11,0.76,2,134,6365.07667028734,46
1608,107434423,Manhattan,Financial District,Entire home/apt,232,30,0,1.3770742181764792,232,61,6376.468716873164,6762
1609,3013202,Brooklyn,Bushwick,Private room,70,4,1,0.04,1,55,6374.815297185201,686
1610,107434423,Manhattan,East Village,Entire home/apt,312,30,0,1.3770742181764792,232,358,6374.087990442629,6762
1611,40277743,Manhattan,Morningside Heights,Private room,68,5,0,1.3770742181764792,1,0,6364.4976877680965,6762
1612,14564237,Brooklyn,Williamsburg,Entire home/apt,280,10,5,0.14,1,0,6373.683916722542,290
1613,75458625,Queens,Sunnyside,Private room,72,3,9,0.49,4,365,6369.887874467055,29
1614,3699846,Manhattan,Tribeca,Private room,197,5,3,0.3,1,95,6375.2303195315735,48
1615,66114992,Manhattan,Upper East Side,Private room,55,5,0,1.3770742181764792,1,0,6369.3267900721985,6762
1616,38272413,Brooklyn,Midwood,Entire home/apt,71,2,3,0.28,2,0,6384.944612158085,288
1617,181889371,Brooklyn,Sea Gate,Entire home/apt,1315,10,0,1.3770742181764792,1,0,6389.887782305666,6762
1618,5390302,Manhattan,Upper East Side,Entire home/apt,140,5,0,1.3770742181764792,1,0,6368.261198197502,6762
1619,5942292,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,1,59,0.84,4,165,6377.331825776522,19
1620,65361160,Queens,Ridgewood,Entire home/apt,175,6,29,0.83,1,55,6373.985624540741,3
1621,42628496,Manhattan,Hell's Kitchen,Private room,125,1,39,1.83,1,0,6369.487162131022,85
1622,260861596,Manhattan,SoHo,Private room,100,1,1,1.0,7,292,6374.53478361833,7
1623,21409261,Brooklyn,Fort Greene,Entire home/apt,119,4,19,0.36,1,0,6376.769587085279,715
1624,170263842,Manhattan,Lower East Side,Private room,71,15,0,1.3770742181764792,4,185,6375.557357597058,6762
1625,28369674,Brooklyn,Williamsburg,Private room,69,3,66,1.9,2,91,6374.879053500589,6
1626,183610844,Queens,Fresh Meadows,Private room,50,2,6,0.42,1,51,6368.8295611405665,5
1627,17126502,Brooklyn,Williamsburg,Entire home/apt,144,4,10,0.93,1,43,6374.078298491013,2
1628,1971142,Brooklyn,Bedford-Stuyvesant,Entire home/apt,140,2,205,3.26,1,294,6377.3070075717515,1
1629,18343265,Brooklyn,Bushwick,Private room,65,4,18,0.3,1,0,6374.759052098466,1294
1630,5348587,Manhattan,Lower East Side,Private room,75,3,1,0.04,1,0,6374.827868338206,749
1631,62634797,Queens,Sunnyside,Entire home/apt,95,21,102,2.9,1,138,6370.909373918528,181
1632,11460365,Brooklyn,Bedford-Stuyvesant,Private room,200,1,14,1.24,1,22,6377.643960695524,141
1633,62583,Brooklyn,Williamsburg,Entire home/apt,195,1,39,0.47,1,270,6374.790880921145,71
1634,217784241,Brooklyn,Williamsburg,Private room,60,1,81,8.97,4,0,6374.8677789854455,17
1635,7748646,Manhattan,Upper East Side,Private room,85,3,134,1.96,1,108,6367.350305955603,20
1636,43197578,Queens,South Ozone Park,Entire home/apt,89,1,2,2.0,1,42,6375.183296676943,0
1637,24742173,Manhattan,Upper West Side,Entire home/apt,130,4,16,0.32,3,0,6365.788400905918,444
1638,161472665,Manhattan,East Village,Private room,250,1,2,1.18,1,178,6373.407374530561,45
1639,5879729,Brooklyn,Williamsburg,Entire home/apt,74,1,1,0.02,2,27,6374.078144427401,1282
1640,204852306,Brooklyn,Bedford-Stuyvesant,Private room,65,15,0,1.3770742181764792,14,0,6377.331137422754,6762
1641,219517861,Manhattan,Financial District,Entire home/apt,180,29,0,1.3770742181764792,327,338,6376.2110321350365,6762
1642,29263011,Brooklyn,Red Hook,Private room,85,2,68,2.22,1,69,6379.698083396477,7
1643,1538057,Brooklyn,Bedford-Stuyvesant,Entire home/apt,25,2,50,1.65,1,6,6375.767477034335,23
1644,244559229,Manhattan,Chelsea,Private room,100,1,17,7.08,9,324,6371.499695981941,6
1645,2612106,Brooklyn,Williamsburg,Private room,100,5,0,1.3770742181764792,1,0,6373.565950337425,6762
1646,155668897,Queens,Jamaica,Private room,80,14,6,1.05,2,365,6374.998660594148,113
1647,42615337,Manhattan,East Village,Entire home/apt,180,5,1,1.0,1,32,6374.160043878608,5
1648,57888148,Brooklyn,East Flatbush,Private room,70,1,0,1.3770742181764792,1,325,6379.0943908352465,6762
1649,3582774,Manhattan,Little Italy,Entire home/apt,550,5,0,1.3770742181764792,1,0,6374.9932180825135,6762
1650,52674088,Brooklyn,Greenpoint,Private room,150,1,0,1.3770742181764792,1,0,6372.880185042212,6762
1651,125717450,Brooklyn,Boerum Hill,Private room,64,1,3,0.19,1,3,6378.0599619112145,202
1652,223846870,Queens,Springfield Gardens,Private room,59,1,73,9.09,3,340,6375.215424627019,7
1653,14800483,Brooklyn,Williamsburg,Entire home/apt,140,7,0,1.3770742181764792,1,0,6373.675629380699,6762
1654,6298158,Brooklyn,Bedford-Stuyvesant,Private room,72,1,12,0.69,1,358,6377.092145664016,7
1655,107434423,Manhattan,Tribeca,Entire home/apt,349,30,0,1.3770742181764792,232,310,6375.484873322837,6762
1656,103281721,Staten Island,Stapleton,Private room,49,1,17,0.53,1,0,6386.492879657793,671
1657,23312516,Queens,Astoria,Entire home/apt,130,3,39,0.89,1,331,6368.809806600972,8
1658,248161322,Brooklyn,Bushwick,Shared room,35,30,0,1.3770742181764792,14,341,6375.364719432712,6762
1659,272022688,Brooklyn,Sheepshead Bay,Private room,89,2,0,1.3770742181764792,1,59,6387.719049093042,6762
1660,11570627,Brooklyn,Williamsburg,Private room,89,3,152,2.67,1,147,6374.812747144475,12
1661,7701992,Manhattan,Harlem,Entire home/apt,130,1,0,1.3770742181764792,1,0,6362.185936612607,6762
1662,45859087,Manhattan,Harlem,Private room,70,30,25,0.65,2,187,6362.732791822636,170
1663,150038776,Queens,Long Island City,Private room,35,1,16,1.37,1,95,6368.3344813352305,1
1664,267651337,Manhattan,Midtown,Entire home/apt,170,30,0,1.3770742181764792,1,332,6370.014583659141,6762
1665,20132009,Manhattan,Chelsea,Entire home/apt,150,3,119,3.45,2,58,6372.19425721393,9
1666,18113574,Brooklyn,Williamsburg,Entire home/apt,200,4,1,0.03,1,0,6374.038958977991,1065
1667,6913016,Manhattan,Midtown,Private room,95,3,67,1.65,1,355,6371.237295166475,27
1668,215759678,Queens,Jamaica Estates,Private room,35,2,30,3.35,1,233,6369.728820186719,5
1669,52132241,Brooklyn,Crown Heights,Private room,54,2,53,2.3,1,8,6378.088972086474,36
1670,69117812,Queens,Corona,Private room,60,1,105,3.07,1,347,6369.385501186556,5
1671,259087876,Manhattan,Theater District,Private room,300,1,12,7.83,7,50,6370.245213236163,1
1672,17056215,Manhattan,Greenwich Village,Entire home/apt,180,2,28,0.58,1,0,6373.675775333882,189
1673,4044499,Brooklyn,Flatbush,Private room,30,1,0,1.3770742181764792,1,0,6380.991095727084,6762
1674,203254069,Manhattan,Upper East Side,Entire home/apt,175,3,1,1.0,1,3,6369.281141226169,19
1675,51870709,Brooklyn,Bedford-Stuyvesant,Entire home/apt,120,1,4,0.17,1,0,6376.294938770011,679
1676,23089531,Manhattan,East Village,Private room,100,2,66,2.39,3,27,6373.704889394559,26
1677,2885704,Brooklyn,Bushwick,Private room,35,2,43,4.08,2,15,6375.567949382655,15
1678,21410546,Manhattan,Chelsea,Private room,85,2,4,0.27,1,0,6372.824883002384,393
1679,168567714,Brooklyn,East Flatbush,Private room,68,1,18,1.06,1,152,6379.7009850357,12
1680,19168930,Manhattan,East Village,Entire home/apt,495,2,6,0.82,1,230,6373.0915277729955,7
1681,6041929,Manhattan,West Village,Entire home/apt,220,4,11,0.65,1,189,6373.663263276498,62
1682,149929,Brooklyn,Fort Greene,Private room,65,8,6,0.24,5,0,6377.19331975805,424
1683,118276455,Manhattan,Upper West Side,Entire home/apt,200,30,5,0.21,1,271,6366.185540734974,32
1684,23185328,Queens,Ditmars Steinway,Entire home/apt,127,2,12,0.25,2,0,6366.470328272172,957
1685,3174520,Manhattan,Greenwich Village,Entire home/apt,185,2,52,1.04,1,35,6373.118874681079,188
1686,4358024,Manhattan,Lower East Side,Private room,228,1,2,0.22,2,365,6374.322994687384,15
1687,42063010,Manhattan,East Village,Private room,180,1,0,1.3770742181764792,1,177,6373.640380096113,6762
1688,21221697,Brooklyn,Clinton Hill,Entire home/apt,225,3,95,2.48,1,122,6377.622340083567,16
1689,5178818,Brooklyn,Williamsburg,Entire home/apt,129,1,28,5.22,1,93,6374.573683745616,1
1690,2702372,Brooklyn,Sunset Park,Private room,50,2,12,1.16,1,41,6382.780403339283,8
1691,35083661,Brooklyn,Williamsburg,Private room,65,1,0,1.3770742181764792,1,0,6374.045155756922,6762
1692,25939370,Manhattan,Chelsea,Entire home/apt,172,30,6,0.5,1,195,6371.473808468086,99
1693,241567925,Manhattan,Chinatown,Entire home/apt,199,3,7,1.88,1,49,6375.224794119416,36
1694,1553230,Brooklyn,Prospect Heights,Entire home/apt,124,2,9,0.39,1,0,6378.688822413697,139
1695,1565924,Manhattan,East Harlem,Private room,65,1,1,0.03,1,0,6365.794300499717,920
1696,1017231,Manhattan,Harlem,Entire home/apt,125,3,8,0.17,1,1,6361.804098606252,1206
1697,8150446,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,73,31,1,0.06,1,32,6380.388978166333,463
1698,1740216,Manhattan,Harlem,Entire home/apt,190,30,31,0.43,2,84,6363.55755506255,550
1699,31376201,Queens,Kew Gardens,Private room,150,1,0,1.3770742181764792,3,363,6372.040163822837,6762
1700,80573606,Manhattan,East Village,Entire home/apt,275,2,3,2.05,1,12,6373.696570803091,22
1701,19866189,Queens,Arverne,Private room,95,1,0,1.3770742181764792,5,364,6383.535796924258,6762
1702,15495000,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,66,2,3,0.12,1,0,6379.5029668434045,237
1703,49251674,Brooklyn,Bedford-Stuyvesant,Private room,65,3,1,0.63,1,119,6375.9065549679235,46
1704,9659504,Brooklyn,Williamsburg,Entire home/apt,165,4,10,0.23,1,0,6373.762405238419,342
1705,257891606,Manhattan,Upper West Side,Entire home/apt,249,1,13,7.22,1,29,6367.589741711714,4
1706,4592263,Brooklyn,Bushwick,Private room,55,30,0,1.3770742181764792,1,0,6374.8084400408425,6762
1707,107434423,Manhattan,Tribeca,Entire home/apt,303,30,1,0.2,232,331,6375.436761993137,150
1708,4361579,Brooklyn,Bedford-Stuyvesant,Private room,68,1,5,3.13,3,16,6376.202415327951,1
1709,6564232,Manhattan,Harlem,Private room,80,2,3,0.34,1,0,6362.8566818198715,211
1710,15740291,Manhattan,Midtown,Entire home/apt,125,2,109,5.95,1,53,6370.361247910297,13
1711,2268393,Brooklyn,Williamsburg,Private room,60,7,5,0.52,2,0,6374.8304250983165,33
1712,4852748,Manhattan,Harlem,Private room,145,3,1,0.63,6,365,6364.402701788474,47
1713,7117263,Brooklyn,Brooklyn Heights,Private room,75,1,23,8.02,1,166,6377.678054999327,1
1714,21086012,Brooklyn,Bedford-Stuyvesant,Private room,76,1,4,0.09,1,0,6376.165565890528,1050
1715,11760898,Brooklyn,Brooklyn Heights,Entire home/apt,149,20,0,1.3770742181764792,1,0,6377.456208529091,6762
1716,232622663,Brooklyn,Bedford-Stuyvesant,Private room,39,2,9,1.45,2,0,6377.276189933528,150
1717,145187951,Brooklyn,Bedford-Stuyvesant,Private room,50,3,18,1.04,2,0,6377.703654924428,343
1718,2930761,Queens,Fresh Meadows,Entire home/apt,114,2,7,3.23,1,359,6366.1201271642785,3
1719,49742527,Manhattan,Midtown,Entire home/apt,150,4,76,1.79,1,299,6370.623274447711,17
1720,131621761,Brooklyn,East Flatbush,Private room,50,1,0,1.3770742181764792,1,0,6380.463151031008,6762
1721,862657,Manhattan,Midtown,Entire home/apt,250,2,11,0.57,1,22,6371.647211679592,226
1722,50213173,Brooklyn,Crown Heights,Private room,45,30,0,1.3770742181764792,1,31,6378.024373184546,6762
1723,147184528,Queens,South Ozone Park,Entire home/apt,62,1,53,2.36,1,178,6375.090843552467,13
1724,31857792,Brooklyn,Cobble Hill,Entire home/apt,170,4,8,0.29,1,1,6377.992430388219,35
1725,46221302,Manhattan,Upper West Side,Private room,95,6,4,0.15,1,0,6365.759908452547,67
1726,128692351,Bronx,Highbridge,Private room,80,2,100,3.86,5,338,6360.0454414668575,15
1727,13873488,Manhattan,Hell's Kitchen,Entire home/apt,196,3,7,0.46,1,0,6370.067544611008,410
1728,29093058,Brooklyn,Bedford-Stuyvesant,Private room,250,2,0,1.3770742181764792,2,173,6375.843457933645,6762
1729,3073952,Brooklyn,Bedford-Stuyvesant,Entire home/apt,167,1,8,4.62,2,80,6376.739863733261,13
1730,13060798,Brooklyn,Bushwick,Private room,65,2,13,1.03,1,8,6376.110998571195,1
1731,59884496,Manhattan,Upper West Side,Entire home/apt,270,2,8,0.43,1,0,6368.882046877255,189
1732,31425596,Manhattan,Upper West Side,Entire home/apt,195,3,67,1.33,1,85,6366.9575463439405,8
1733,38840706,Queens,Flushing,Private room,75,1,28,0.6,1,363,6365.187555993953,553
1734,5855892,Manhattan,Washington Heights,Entire home/apt,75,2,0,1.3770742181764792,1,0,6359.113377414341,6762
1735,260618374,Manhattan,Theater District,Private room,100,1,0,1.3770742181764792,13,351,6370.659001233548,6762
1736,43490434,Manhattan,Harlem,Entire home/apt,100,2,68,2.33,1,9,6362.9549577529015,27
1737,41287915,Brooklyn,Bushwick,Private room,75,1,27,2.45,1,29,6375.401722376137,8
1738,14812962,Brooklyn,Crown Heights,Entire home/apt,93,5,3,0.28,1,0,6378.589163568786,310
1739,21010752,Manhattan,East Village,Private room,140,4,0,1.3770742181764792,2,8,6374.146937787054,6762
1740,224884160,Manhattan,Hell's Kitchen,Entire home/apt,499,2,14,1.98,1,236,6370.113121344406,15
1741,1457351,Manhattan,Lower East Side,Entire home/apt,273,4,85,1.41,1,91,6374.539792454328,3
1742,32044305,Manhattan,Hell's Kitchen,Private room,130,4,91,3.42,1,254,6369.991925102472,7
1743,36566148,Queens,Long Island City,Private room,55,1,5,0.1,1,0,6369.301063970083,1441
1744,170095185,Brooklyn,Bushwick,Private room,29,2,3,0.17,1,0,6374.124766493153,502
1745,4074918,Manhattan,Upper West Side,Entire home/apt,900,1,0,1.3770742181764792,1,0,6366.206644727148,6762
1746,105355373,Manhattan,East Village,Entire home/apt,143,30,0,1.3770742181764792,1,57,6374.160727019815,6762
1747,44034761,Manhattan,Upper West Side,Entire home/apt,135,1,0,1.3770742181764792,2,93,6368.058266024858,6762
1748,128258877,Manhattan,Upper West Side,Entire home/apt,100,1,4,0.29,1,0,6366.368396333885,265
1749,74712074,Manhattan,Harlem,Private room,70,1,4,0.11,1,0,6362.8173097203735,959
1750,65824474,Manhattan,Upper West Side,Entire home/apt,118,1,2,0.1,1,0,6366.381905142535,607
1751,230192510,Brooklyn,Fort Greene,Private room,48,30,0,1.3770742181764792,25,257,6376.554266831134,6762
1752,154981576,Queens,Ridgewood,Private room,38,30,3,0.36,9,7,6374.5416687273755,19
1753,794727,Brooklyn,Bedford-Stuyvesant,Entire home/apt,60,4,11,0.36,1,0,6376.5104738066675,37
1754,23859317,Manhattan,Greenwich Village,Entire home/apt,159,1,77,5.3,1,50,6373.620516917033,16
1755,7730748,Brooklyn,Crown Heights,Private room,45,5,0,1.3770742181764792,1,0,6378.587978680427,6762
1756,3655401,Manhattan,Kips Bay,Entire home/apt,150,3,2,0.05,1,0,6371.995654248453,1283
1757,48677964,Brooklyn,Bedford-Stuyvesant,Private room,50,3,6,0.14,1,10,6376.37788873816,273
1758,124046841,Brooklyn,Prospect Heights,Entire home/apt,130,2,0,1.3770742181764792,1,0,6378.43546332999,6762
1759,96219565,Queens,Flushing,Entire home/apt,115,3,2,2.0,1,360,6365.825350545039,8
1760,17076157,Manhattan,Chinatown,Private room,85,4,5,1.35,1,0,6374.822721460051,17
1761,49991005,Brooklyn,Canarsie,Entire home/apt,90,2,214,4.89,1,82,6382.014668252347,30
1762,154088360,Queens,Long Island City,Entire home/apt,300,4,65,3.27,2,221,6369.714852000866,7
1763,9622750,Manhattan,Kips Bay,Private room,95,5,1,0.03,3,0,6371.9473722019275,1037
1764,32778868,Brooklyn,Cobble Hill,Entire home/apt,100,60,2,0.04,1,0,6378.204471743463,774
1765,28249503,Brooklyn,Bushwick,Private room,90,3,8,0.32,1,0,6375.994406805674,647
1766,92510990,Queens,Long Island City,Private room,100,3,5,1.4,1,42,6368.440306748247,37
1767,89769986,Brooklyn,Bedford-Stuyvesant,Private room,120,30,0,1.3770742181764792,4,0,6376.179076707462,6762
1768,256012654,Manhattan,Upper West Side,Private room,40,15,0,1.3770742181764792,1,17,6365.1887081298255,6762
1769,93263,Brooklyn,Williamsburg,Private room,94,2,52,3.26,1,126,6374.685130664449,5
1770,12485770,Manhattan,SoHo,Entire home/apt,105,30,2,0.06,9,327,6374.242452588236,127
1771,112601190,Queens,Woodside,Entire home/apt,106,2,93,3.13,1,34,6369.592418917664,18
1772,12575621,Manhattan,Upper East Side,Entire home/apt,180,1,0,1.3770742181764792,1,0,6366.64589965414,6762
1773,16098958,Manhattan,Upper West Side,Entire home/apt,175,30,0,1.3770742181764792,96,265,6366.461995287123,6762
1774,6787883,Brooklyn,Carroll Gardens,Private room,59,1,20,1.23,4,132,6378.6000782291185,18
1775,221200420,Manhattan,Murray Hill,Entire home/apt,210,30,0,1.3770742181764792,23,343,6371.460121377957,6762
1776,4422817,Manhattan,East Harlem,Private room,89,2,7,0.92,1,0,6363.895028498463,56
1777,25865233,Manhattan,Harlem,Entire home/apt,115,3,71,1.43,1,4,6363.295003800498,92
1778,56758927,Queens,Queens Village,Entire home/apt,97,2,252,6.08,1,290,6369.808387873365,15
1779,35829854,Manhattan,Lower East Side,Private room,135,1,6,0.12,1,0,6374.338368423633,1157
1780,3833262,Brooklyn,Crown Heights,Private room,46,2,0,1.3770742181764792,1,136,6379.214965393192,6762
1781,3695778,Brooklyn,Williamsburg,Private room,95,5,0,1.3770742181764792,1,0,6374.477253405562,6762
1782,558101,Brooklyn,Williamsburg,Entire home/apt,155,4,1,1.0,1,0,6374.608169650345,9
1783,66837596,Brooklyn,Williamsburg,Private room,110,3,18,1.96,2,234,6373.860815964184,3
1784,29408349,Manhattan,Chinatown,Entire home/apt,179,5,7,0.14,1,0,6375.313710292697,811
1785,4384604,Manhattan,East Harlem,Private room,83,2,6,0.46,1,77,6363.698327697392,76
1786,24037775,Manhattan,Chelsea,Entire home/apt,250,4,0,1.3770742181764792,1,0,6372.103516553885,6762
1787,259796664,Queens,Long Island City,Entire home/apt,299,1,2,1.62,10,341,6369.474749783677,3
1788,6161265,Manhattan,Hell's Kitchen,Private room,146,2,26,0.6,1,30,6370.860221990483,396
1789,209386156,Manhattan,East Harlem,Shared room,49,2,35,3.23,9,9,6365.013858939765,41
1790,14290739,Manhattan,Upper West Side,Entire home/apt,175,30,1,0.15,3,3,6366.3375381771675,202
1791,92451,Brooklyn,Prospect Heights,Entire home/apt,200,4,11,0.13,1,0,6378.113657118189,71
1792,14861483,Manhattan,Battery Park City,Entire home/apt,325,1,0,1.3770742181764792,1,0,6375.573853313968,6762
1793,35728189,Brooklyn,Bedford-Stuyvesant,Private room,65,30,18,1.54,3,354,6376.27232375257,59
1794,40846857,Brooklyn,Crown Heights,Private room,70,2,0,1.3770742181764792,2,66,6378.587581853492,6762
1795,854208,Manhattan,East Village,Entire home/apt,200,10,35,0.46,1,51,6373.630314459881,187
1796,53179388,Manhattan,Midtown,Entire home/apt,150,30,3,0.12,10,350,6370.836952878956,424
1797,13408910,Bronx,Concourse,Private room,41,2,12,0.35,2,0,6361.262356670576,553
1798,2347382,Queens,Long Island City,Private room,70,1,144,1.68,2,340,6370.115697083154,21
1799,6057887,Manhattan,Washington Heights,Private room,79,4,2,1.87,5,16,6359.581667424625,28
1800,6501582,Brooklyn,Crown Heights,Private room,50,7,11,0.26,1,0,6377.6545366841,57
1801,3716641,Manhattan,Upper West Side,Entire home/apt,104,30,16,0.28,8,101,6366.421437791569,197
1802,33106693,Manhattan,Harlem,Private room,16,2,43,1.66,3,154,6362.744004763962,7
1803,11409024,Brooklyn,Bedford-Stuyvesant,Private room,61,2,1,1.0,1,349,6377.408238736102,7
1804,45226022,Manhattan,East Harlem,Private room,75,4,162,3.55,1,60,6364.992815088074,15
1805,199466039,Manhattan,Upper East Side,Entire home/apt,229,1,1,1.0,3,266,6367.690766713568,14
1806,74982218,Manhattan,Harlem,Private room,32,4,45,2.53,2,38,6363.727224823028,7
1807,48183551,Queens,Elmhurst,Private room,58,6,76,1.75,5,279,6369.19640756504,17
1808,1648806,Brooklyn,Williamsburg,Private room,90,2,2,1.18,2,174,6373.892394308098,28
1809,50169207,Manhattan,East Harlem,Entire home/apt,100,2,3,0.28,2,67,6365.448319998733,15
1810,310670,Bronx,Eastchester,Entire home/apt,299,2,2,0.18,13,358,6353.4475805512975,48
1811,151080327,Manhattan,Kips Bay,Entire home/apt,409,3,52,3.15,1,106,6372.254471330601,15
1812,7640852,Brooklyn,Williamsburg,Private room,95,2,0,1.3770742181764792,1,0,6374.5929572156665,6762
1813,26880156,Brooklyn,Bushwick,Private room,50,2,3,0.35,1,32,6374.646037194146,238
1814,87814281,Manhattan,Harlem,Private room,88,1,3,0.15,2,0,6361.827032573305,551
1815,20518366,Brooklyn,Prospect-Lefferts Gardens,Private room,65,1,0,1.3770742181764792,2,0,6380.041124580299,6762
1816,3201337,Manhattan,East Harlem,Entire home/apt,150,3,90,2.11,2,37,6364.928242953621,13
1817,24918898,Brooklyn,Williamsburg,Private room,55,4,13,0.24,2,0,6374.865178778047,1119
1818,42701501,Brooklyn,Greenpoint,Entire home/apt,140,4,18,0.39,1,30,6373.016265557651,4
1819,158731650,Manhattan,Hell's Kitchen,Private room,139,1,0,1.3770742181764792,1,0,6370.9002113824245,6762
1820,30283594,Manhattan,Chelsea,Entire home/apt,169,30,1,0.05,121,282,6371.417793086866,595
1821,106445501,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,200,2,46,1.5,1,234,6380.0329575456735,22
1822,179789963,Manhattan,Midtown,Entire home/apt,115,3,3,0.2,1,0,6371.600410352589,444
1823,16098958,Manhattan,Upper East Side,Entire home/apt,293,30,0,1.3770742181764792,96,292,6369.6242809815785,6762
1824,111969257,Brooklyn,Williamsburg,Private room,90,4,3,0.15,3,0,6373.781544798578,361
1825,13175303,Manhattan,Morningside Heights,Entire home/apt,135,1,1,1.0,1,3,6364.846896790642,24
1826,260577152,Manhattan,Midtown,Private room,350,1,0,1.3770742181764792,10,327,6371.786555774739,6762
1827,150032863,Manhattan,Upper West Side,Private room,75,5,2,0.09,1,0,6366.233213577894,660
1828,61391963,Manhattan,Upper East Side,Entire home/apt,117,30,9,0.27,91,173,6369.491377886139,38
1829,101653570,Brooklyn,Bedford-Stuyvesant,Private room,59,2,195,6.01,3,40,6376.786976488198,17
1830,3568330,Brooklyn,Bedford-Stuyvesant,Private room,85,9,6,0.22,1,10,6375.981749742308,351
1831,36962041,Brooklyn,Williamsburg,Private room,80,1,0,1.3770742181764792,1,0,6374.645609625422,6762
1832,36279810,Manhattan,Upper West Side,Private room,40,6,5,0.12,1,0,6365.310203316559,887
1833,194839310,Brooklyn,Bushwick,Private room,40,3,8,1.9,1,0,6375.801816923593,50
1834,130030703,Brooklyn,Williamsburg,Entire home/apt,220,2,0,1.3770742181764792,1,244,6374.4553196387105,6762
1835,1177497,Brooklyn,Clinton Hill,Private room,239,1,16,0.28,11,363,6377.103876371989,50
1836,6762751,Manhattan,Harlem,Private room,107,2,92,1.64,1,157,6365.1251093178735,49
1837,157219382,Queens,Elmhurst,Entire home/apt,75,6,1,0.18,1,0,6368.79612281552,164
1838,44539148,Manhattan,Upper East Side,Entire home/apt,140,3,6,0.51,1,0,6368.374595987055,293
1839,17016231,Manhattan,Hell's Kitchen,Private room,69,1,5,0.13,1,0,6369.976293048258,1134
1840,5225737,Manhattan,West Village,Entire home/apt,300,5,19,0.3,1,219,6373.346935262321,187
1841,79293619,Brooklyn,Bushwick,Private room,75,2,0,1.3770742181764792,1,0,6374.471858388799,6762
1842,226339724,Brooklyn,Bedford-Stuyvesant,Private room,45,2,5,1.36,10,362,6376.76722316731,3
