,host_id,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,reviews_per_month,listing_per_host,availability_365,distance,last_review
0,4271676,Manhattan,Nolita,Private room,120,7,3,0.06,3,0,6374.417840556695,1406
1,11460768,Manhattan,Upper West Side,Entire home/apt,1500,1,0,1.3770742181764792,1,0,6365.273198941051,6762
2,267193767,Queens,East Elmhurst,Entire home/apt,200,2,4,4.0,1,365,6368.322587887824,3
3,43392243,Staten Island,Concord,Shared room,30,2,0,1.3770742181764792,4,82,6389.364469411824,6762
4,16065171,Manhattan,Harlem,Shared room,115,1,16,0.27,1,365,6363.763705350826,43
5,51105827,Manhattan,Battery Park City,Entire home/apt,225,90,1,0.02,1,362,6376.030006756601,1207
6,86892032,Queens,Rosedale,Entire home/apt,60,1,57,2.41,1,336,6374.57880799566,0
7,20800727,Brooklyn,Fort Greene,Entire home/apt,200,5,0,1.3770742181764792,1,0,6377.3684897569565,6762
8,10590692,Manhattan,Chelsea,Entire home/apt,650,3,35,1.61,2,179,6372.187687651584,5
9,1372942,Manhattan,Washington Heights,Entire home/apt,180,30,6,0.15,1,0,6361.489653088617,744
10,24633966,Brooklyn,Kensington,Private room,50,14,0,1.3770742181764792,1,0,6382.043368084761,6762
11,643120,Brooklyn,Williamsburg,Private room,50,4,56,2.53,4,8,6374.087820435147,18
12,23273780,Manhattan,Harlem,Entire home/apt,77,1,2,0.05,1,0,6363.012694198986,1097
13,7610841,Manhattan,Upper West Side,Entire home/apt,375,2,40,1.54,2,285,6365.143363875312,23
14,26019828,Manhattan,Hell's Kitchen,Private room,69,2,22,0.64,2,7,6370.318842754708,110
15,3038687,Manhattan,Hell's Kitchen,Entire home/apt,139,45,16,0.21,8,0,6369.369686614568,595
16,186334891,Brooklyn,Sunset Park,Entire home/apt,169,2,48,3.42,2,171,6380.6730962591455,15
17,713776,Brooklyn,Williamsburg,Entire home/apt,94,3,4,1.32,1,31,6373.924024269025,22
18,11869986,Brooklyn,Crown Heights,Entire home/apt,210,4,1,0.16,1,0,6378.717336024936,188
19,8381084,Manhattan,Civic Center,Entire home/apt,80,2,12,0.43,2,8,6375.53284676979,115
20,115993835,Brooklyn,Sunset Park,Private room,28,1,31,1.08,5,1,6383.4708900945725,120
21,89589630,Brooklyn,Bushwick,Private room,50,1,86,7.7,1,198,6375.126948620712,8
22,153754513,Brooklyn,Williamsburg,Entire home/apt,82,1,15,2.02,1,16,6374.138956726654,42
23,116758734,Manhattan,Inwood,Private room,59,4,19,0.84,1,0,6356.71758022408,275
24,29739883,Brooklyn,Greenpoint,Entire home/apt,135,2,249,4.84,2,248,6373.261772152304,4
25,3245480,Brooklyn,Greenpoint,Entire home/apt,109,4,4,0.09,1,0,6372.421512682304,188
26,86786513,Manhattan,Nolita,Entire home/apt,294,5,150,4.19,1,105,6374.5066315875465,9
27,454756,Brooklyn,Fort Greene,Entire home/apt,130,35,5,0.05,1,135,6377.46815886601,308
28,87397826,Queens,Long Island City,Private room,110,4,5,0.24,2,0,6369.205431942502,185
29,160660639,Brooklyn,Carroll Gardens,Entire home/apt,68,1,62,3.33,2,179,6379.393390167506,15
30,59377513,Brooklyn,Prospect-Lefferts Gardens,Private room,85,5,3,0.27,1,32,6379.716747405118,309
31,224317184,Manhattan,Harlem,Private room,215,5,7,2.73,8,335,6363.257371188009,17
32,611109,Brooklyn,Williamsburg,Entire home/apt,224,1,26,1.01,2,192,6375.2668575992175,2
33,585166,Queens,Astoria,Entire home/apt,110,4,30,0.32,1,363,6368.098927565121,22
34,175103962,Brooklyn,Bedford-Stuyvesant,Private room,43,1,35,2.15,6,155,6376.663846763173,158
35,848748,Brooklyn,Greenpoint,Entire home/apt,500,2,20,0.21,2,127,6373.24726219856,14
36,44924546,Brooklyn,Boerum Hill,Private room,72,1,201,4.45,4,5,6378.14800773683,12
37,17790870,Manhattan,Murray Hill,Entire home/apt,83,1,2,0.05,1,0,6371.274676659037,1254
38,159974287,Queens,Flushing,Private room,38,5,34,1.82,1,353,6365.8529847921045,30
39,200380610,Manhattan,Hell's Kitchen,Entire home/apt,550,30,0,1.3770742181764792,65,360,6370.281146671464,6762
40,21739563,Brooklyn,Bedford-Stuyvesant,Private room,100,1,0,1.3770742181764792,1,0,6375.843566383122,6762
41,13148824,Manhattan,Chelsea,Entire home/apt,280,2,6,0.14,1,0,6372.589814811787,918
42,100107219,Brooklyn,Bedford-Stuyvesant,Entire home/apt,160,2,68,2.05,1,48,6377.10142413048,6
43,65098342,Manhattan,Upper East Side,Entire home/apt,225,2,4,1.24,1,1,6368.956805425898,38
44,1155050,Manhattan,Chinatown,Entire home/apt,299,2,80,4.01,1,199,6375.01063239428,2
45,60981198,Brooklyn,Bedford-Stuyvesant,Private room,105,10,2,0.11,3,31,6376.202933898519,325
46,198890291,Queens,Woodside,Entire home/apt,145,3,55,4.5,1,133,6370.0478571696585,19
47,184004979,Brooklyn,Williamsburg,Private room,91,2,68,4.54,2,337,6374.871755659039,15
48,214347105,Manhattan,Midtown,Entire home/apt,449,3,23,2.36,8,326,6370.484968806989,50
49,200754542,Queens,Breezy Point,Private room,195,1,1,0.09,2,59,6387.903288830692,317
50,8014888,Manhattan,Chinatown,Entire home/apt,499,4,6,4.62,1,299,6374.846706902272,11
51,20008462,Manhattan,Upper East Side,Entire home/apt,150,1,2,0.05,1,0,6368.79888337986,1207
52,204906313,Brooklyn,Sheepshead Bay,Private room,55,1,45,5.74,3,83,6387.254307937051,23
53,6895494,Brooklyn,Bedford-Stuyvesant,Private room,29,3,5,1.74,1,18,6376.689565174298,3
54,89769986,Brooklyn,Bedford-Stuyvesant,Private room,55,30,85,2.45,4,232,6375.719348568091,64
55,247673988,Brooklyn,Bushwick,Private room,49,1,18,4.74,2,158,6375.398196330893,6
56,22862376,Manhattan,Harlem,Entire home/apt,70,30,14,0.76,1,50,6365.166838714365,38
57,3750402,Manhattan,Flatiron District,Entire home/apt,375,2,33,0.84,1,346,6372.410607905311,54
58,1534857,Manhattan,Chinatown,Entire home/apt,120,7,1,0.03,2,0,6374.872520457376,1186
59,5243832,Brooklyn,Williamsburg,Private room,100,5,44,1.68,1,41,6374.661706644542,43
60,7537442,Manhattan,East Harlem,Private room,50,7,25,0.5,1,151,6364.451772999112,10
61,260425153,Manhattan,Midtown,Private room,375,1,1,1.0,14,349,6369.4815652995385,8
62,38263259,Manhattan,Harlem,Entire home/apt,140,5,7,0.16,1,0,6363.133068088631,413
63,38236150,Brooklyn,Bedford-Stuyvesant,Private room,45,1,4,0.15,1,0,6375.893878221888,770
64,52991771,Brooklyn,Downtown Brooklyn,Entire home/apt,135,4,27,1.95,1,57,6377.023564456834,17
65,10661558,Manhattan,Upper East Side,Private room,129,1,117,4.2,4,155,6367.845142926944,4
66,87897420,Manhattan,Inwood,Private room,65,4,1,0.16,1,13,6357.967164489836,188
67,48078451,Brooklyn,Williamsburg,Entire home/apt,125,3,93,2.69,1,23,6373.669807217083,8
68,142812843,Manhattan,East Harlem,Private room,75,1,12,0.51,2,0,6365.684116076498,610
69,241551759,Manhattan,Financial District,Entire home/apt,200,9,0,1.3770742181764792,1,15,6376.8375304150295,6762
70,264458360,Manhattan,Hell's Kitchen,Entire home/apt,171,3,6,5.29,1,0,6370.204986260182,8
71,3078092,Manhattan,East Village,Private room,75,1,0,1.3770742181764792,1,0,6373.151515341649,6762
72,10838145,Manhattan,Upper West Side,Entire home/apt,74,2,8,0.21,1,0,6365.574899383462,1048
73,229486123,Manhattan,Midtown,Entire home/apt,479,2,4,2.73,1,286,6369.619440387842,29
74,152047633,Brooklyn,Williamsburg,Private room,90,1,0,1.3770742181764792,1,0,6374.453165779961,6762
75,224048389,Brooklyn,Sunset Park,Private room,48,3,2,0.25,1,0,6383.515089466329,235
76,114386000,Queens,Sunnyside,Entire home/apt,155,2,2,0.32,1,358,6370.442791895333,176
77,82406306,Manhattan,East Harlem,Private room,78,1,0,1.3770742181764792,2,13,6364.643756717403,6762
78,256090291,Manhattan,Greenwich Village,Entire home/apt,200,30,0,1.3770742181764792,1,363,6373.8678214902075,6762
79,6338496,Queens,Middle Village,Entire home/apt,85,30,0,1.3770742181764792,1,280,6372.568585417032,6762
80,219517861,Manhattan,Financial District,Entire home/apt,164,29,0,1.3770742181764792,327,327,6376.122780345054,6762
81,16869971,Manhattan,Roosevelt Island,Private room,80,1,1,0.02,2,0,6368.098667437092,1280
82,15651644,Manhattan,Chinatown,Private room,120,3,1,0.04,1,0,6374.8285716909095,778
83,67375050,Queens,Ditmars Steinway,Private room,50,3,0,1.3770742181764792,1,0,6366.989302220716,6762
84,1354796,Brooklyn,Prospect-Lefferts Gardens,Private room,44,5,79,1.14,3,251,6379.92768474463,9
85,1218837,Brooklyn,Bedford-Stuyvesant,Private room,58,2,0,1.3770742181764792,2,0,6376.954747747224,6762
86,5352357,Brooklyn,Greenpoint,Private room,83,2,2,0.03,1,0,6372.962915168615,1047
87,30157754,Queens,Ridgewood,Entire home/apt,60,7,0,1.3770742181764792,1,0,6374.438554769731,6762
88,146905275,Manhattan,Upper West Side,Private room,140,1,50,3.71,1,69,6368.708296402063,6
89,9762099,Manhattan,Lower East Side,Entire home/apt,145,1,0,1.3770742181764792,1,0,6374.773931074314,6762
90,120762452,Manhattan,Murray Hill,Entire home/apt,175,30,1,0.06,50,365,6371.187436620977,523
91,1965972,Manhattan,Financial District,Entire home/apt,225,4,27,0.31,1,169,6376.624453466375,44
92,129412544,Brooklyn,Williamsburg,Entire home/apt,200,180,0,1.3770742181764792,1,365,6374.785822710128,6762
93,23867523,Manhattan,Theater District,Private room,120,1,8,2.09,1,5,6369.956184197958,38
94,88981564,Brooklyn,Bay Ridge,Entire home/apt,175,2,35,1.17,1,325,6385.827732777066,19
95,219517861,Manhattan,Financial District,Entire home/apt,503,2,5,1.34,327,315,6376.5182903411705,16
96,71241926,Manhattan,Financial District,Entire home/apt,125,32,99,2.73,1,203,6376.261819120813,40
97,12038925,Manhattan,Chinatown,Entire home/apt,250,2,15,0.63,1,0,6375.011115997162,316
98,663384,Brooklyn,Park Slope,Entire home/apt,250,7,18,0.21,1,18,6378.818112303237,42
99,20559017,Manhattan,East Harlem,Private room,50,30,5,0.11,9,330,6366.4639397480505,190
100,124287074,Brooklyn,Prospect Heights,Entire home/apt,188,2,59,2.25,1,28,6378.108736090166,24
101,15523,Staten Island,Tompkinsville,Private room,71,2,23,0.33,2,352,6386.040798110465,274
102,250583732,Manhattan,Upper East Side,Entire home/apt,210,1,0,1.3770742181764792,1,135,6367.922445049653,6762
103,51262617,Brooklyn,Greenpoint,Private room,100,2,101,2.75,1,284,6372.820455805878,7
104,178653055,Manhattan,Upper West Side,Entire home/apt,90,5,18,2.18,1,13,6367.632926601554,8
105,16098958,Manhattan,Upper West Side,Entire home/apt,288,30,0,1.3770742181764792,96,311,6365.967004624089,6762
106,153793156,Manhattan,Morningside Heights,Private room,50,2,15,3.6,1,2,6363.56698580768,18
107,19430913,Manhattan,West Village,Entire home/apt,200,3,6,0.45,1,0,6373.707670638817,223
108,22502212,Manhattan,Upper West Side,Entire home/apt,175,21,1,0.02,1,0,6366.883538803813,1696
109,8685999,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,3,48,3.08,1,0,6377.0922755519105,45
110,5173736,Manhattan,Gramercy,Entire home/apt,1000,3,7,3.09,1,286,6372.9049549187785,28
111,1705112,Manhattan,Harlem,Entire home/apt,70,1,1,1.0,1,6,6363.189714216432,14
112,16532782,Brooklyn,Kensington,Entire home/apt,160,6,0,1.3770742181764792,1,0,6382.3441622682385,6762
113,18212433,Manhattan,Hell's Kitchen,Entire home/apt,229,5,5,0.09,8,43,6369.704484048131,300
114,1475015,Manhattan,Upper West Side,Entire home/apt,113,30,8,0.13,52,258,6369.1947052225805,372
115,7913863,Brooklyn,Williamsburg,Private room,59,2,138,3.63,1,268,6374.889190117653,18
116,132669029,Bronx,Throgs Neck,Entire home/apt,74,2,37,2.63,4,70,6360.441118083223,25
117,386263,Brooklyn,Crown Heights,Entire home/apt,171,3,61,2.59,2,267,6378.278328846365,7
118,13125944,Manhattan,Hell's Kitchen,Private room,79,1,2,0.05,2,0,6369.703178235156,1143
119,158710682,Manhattan,Midtown,Private room,90,1,0,1.3770742181764792,3,221,6370.503158357404,6762
120,2589521,Manhattan,Flatiron District,Entire home/apt,265,3,26,0.32,1,341,6372.110579472668,23
121,37450458,Brooklyn,Bedford-Stuyvesant,Entire home/apt,100,2,5,2.59,2,149,6376.891226531443,19
122,269264973,Manhattan,Midtown,Entire home/apt,199,7,0,1.3770742181764792,1,134,6369.799996503874,6762
123,120167980,Manhattan,Harlem,Private room,125,1,7,0.43,1,297,6364.492930086709,57
124,21187349,Brooklyn,East Flatbush,Private room,75,2,30,1.21,1,104,6380.917201985127,1
125,221940893,Brooklyn,Kensington,Private room,36,2,18,2.51,3,189,6382.779487055897,1
126,124901163,Manhattan,Harlem,Private room,76,5,2,0.32,1,66,6362.472462723994,46
127,119523037,Brooklyn,Brighton Beach,Private room,57,1,1,0.17,4,4,6388.576572617424,173
128,31659721,Manhattan,Harlem,Private room,110,1,1,0.1,1,0,6364.526033382167,311
129,40684968,Manhattan,Harlem,Private room,60,1,1,0.02,1,0,6363.685419238678,1429
130,1018472,Brooklyn,Sheepshead Bay,Entire home/apt,85,4,72,0.97,2,360,6387.735060751726,1136
131,27921386,Queens,Forest Hills,Private room,40,1,14,0.9,1,0,6371.343577746564,196
132,2134232,Manhattan,Tribeca,Private room,95,1,22,0.68,2,0,6375.162382281414,689
133,183748836,Manhattan,Midtown,Private room,120,1,44,4.91,1,4,6370.026423285518,47
134,139357580,Queens,Ditmars Steinway,Private room,62,2,95,4.09,8,327,6366.697979391404,43
135,16108973,Queens,Astoria,Entire home/apt,119,2,217,3.67,1,214,6368.2936065301465,17
136,1130454,Manhattan,Chelsea,Entire home/apt,380,3,16,0.19,1,0,6372.6192493312,611
137,48823036,Manhattan,Midtown,Entire home/apt,180,1,156,3.58,1,22,6370.303331984245,11
138,38098992,Manhattan,Inwood,Private room,65,2,2,0.1,2,76,6357.534951962802,372
139,28187447,Brooklyn,Bedford-Stuyvesant,Entire home/apt,142,4,106,2.07,2,247,6376.490753725836,12
140,2330750,Brooklyn,Bedford-Stuyvesant,Private room,60,3,4,0.13,1,0,6376.686466473852,325
141,35179914,Manhattan,Harlem,Entire home/apt,150,5,1,0.17,1,0,6362.13923143218,178
142,17877401,Queens,Ridgewood,Private room,75,2,2,0.2,1,341,6374.435461078164,274
143,16098958,Manhattan,Gramercy,Entire home/apt,165,30,2,0.05,96,321,6372.769789440701,768
144,22541573,Manhattan,Upper East Side,Entire home/apt,225,30,1,0.03,87,341,6369.173850961544,968
145,160468444,Brooklyn,Brighton Beach,Private room,85,60,0,1.3770742181764792,1,358,6388.562902193497,6762
146,55468128,Brooklyn,Bedford-Stuyvesant,Private room,47,1,64,4.33,7,278,6376.956318629342,26
147,12485770,Manhattan,West Village,Entire home/apt,166,30,5,0.13,9,332,6373.617199998001,189
148,51531044,Queens,Jackson Heights,Private room,40,2,32,2.42,4,336,6368.3363241946045,58
149,30360956,Queens,Ridgewood,Private room,100,180,0,1.3770742181764792,1,266,6373.754053555392,6762
150,150522833,Manhattan,Midtown,Entire home/apt,600,1,20,1.09,1,169,6371.037632329582,24
151,2168251,Brooklyn,Williamsburg,Entire home/apt,200,3,16,0.19,1,291,6374.809060827884,286
152,67249971,Manhattan,Chelsea,Entire home/apt,900,1,0,1.3770742181764792,1,355,6371.416666944864,6762
153,116754031,Brooklyn,East Flatbush,Entire home/apt,80,1,53,3.02,3,363,6382.2161165711495,23
154,10232293,Brooklyn,Gowanus,Entire home/apt,180,6,1,1.0,1,26,6378.897461433806,3
155,115529602,Manhattan,Upper East Side,Private room,120,2,9,0.35,1,0,6367.781700955003,427
156,8525142,Manhattan,East Village,Entire home/apt,520,3,7,1.14,1,80,6373.786255670239,8
157,20179690,Manhattan,East Harlem,Entire home/apt,350,1,1,1.0,1,17,6364.649396255101,14
158,60246968,Manhattan,East Village,Entire home/apt,478,1,6,0.71,1,5,6374.120383131988,8
159,2761278,Manhattan,Kips Bay,Entire home/apt,229,5,1,0.05,1,0,6372.053744663701,551
160,70640302,Brooklyn,Flatbush,Private room,50,3,3,0.08,1,0,6380.635932896063,944
161,17470984,Manhattan,Chinatown,Private room,89,3,7,0.18,1,317,6374.892858619333,69
162,30283594,Manhattan,Upper East Side,Entire home/apt,269,30,0,1.3770742181764792,121,333,6369.180500588593,6762
163,219517861,Manhattan,Financial District,Entire home/apt,390,2,8,3.04,327,243,6376.387550749646,14
164,25111342,Brooklyn,Kensington,Private room,95,2,0,1.3770742181764792,1,0,6383.171644806545,6762
165,159091490,Brooklyn,Gowanus,Private room,129,1,28,1.44,17,362,6378.9073331038535,8
166,217275948,Queens,Long Island City,Entire home/apt,120,1,1,0.16,1,0,6369.108048748481,187
167,251704655,Bronx,Port Morris,Entire home/apt,115,2,11,4.46,3,6,6363.966504717416,14
168,57257950,Brooklyn,Greenpoint,Entire home/apt,379,1,0,1.3770742181764792,4,227,6372.469312508857,6762
169,43226806,Manhattan,Harlem,Private room,65,6,1,0.03,1,0,6364.886821639788,888
170,21186353,Manhattan,East Village,Private room,90,14,0,1.3770742181764792,1,0,6373.248994228901,6762
171,138515591,Manhattan,East Harlem,Private room,41,30,5,0.24,4,211,6364.412512618853,65
172,1010242,Brooklyn,Bedford-Stuyvesant,Entire home/apt,145,3,123,1.29,1,287,6377.351604227578,27
173,7765138,Manhattan,Upper East Side,Entire home/apt,120,2,13,0.4,1,0,6367.2790497434435,817
174,94707512,Queens,Ozone Park,Private room,75,1,212,6.19,1,164,6375.797546447563,8
175,20471565,Manhattan,East Village,Private room,150,3,0,1.3770742181764792,1,0,6373.751447895234,6762
176,6501039,Manhattan,Washington Heights,Private room,30,5,2,0.14,1,0,6361.249833474702,366
177,507304,Brooklyn,Sunset Park,Entire home/apt,200,5,1,0.01,1,0,6380.795477978061,2744
178,50014274,Manhattan,West Village,Entire home/apt,200,2,2,0.27,1,0,6373.057457322424,37
179,7718759,Manhattan,Harlem,Private room,63,1,19,7.92,2,16,6361.950243913726,6
180,7901999,Manhattan,Nolita,Entire home/apt,299,2,26,0.37,1,88,6374.154939413519,646
181,150316502,Brooklyn,Greenpoint,Private room,250,5,0,1.3770742181764792,1,154,6372.9335869770985,6762
182,220634514,Queens,Astoria,Shared room,45,10,0,1.3770742181764792,1,341,6368.524910891202,6762
183,242094791,Queens,Elmhurst,Private room,300,1,1,0.21,1,89,6369.340740364058,140
184,50690190,Manhattan,Greenwich Village,Entire home/apt,210,1,0,1.3770742181764792,1,0,6373.7788540427355,6762
185,83351115,Brooklyn,Bushwick,Private room,50,12,0,1.3770742181764792,1,0,6375.568831068333,6762
186,14509754,Brooklyn,Williamsburg,Private room,150,1,0,1.3770742181764792,1,364,6373.889031313267,6762
187,8925763,Manhattan,Harlem,Entire home/apt,110,30,101,1.61,2,331,6363.03597909563,121
188,14171579,Queens,Astoria,Entire home/apt,140,3,5,5.0,1,254,6368.363740302795,1
189,81140056,Manhattan,East Village,Entire home/apt,198,7,9,0.38,1,0,6373.991651428762,187
190,14336676,Brooklyn,Bushwick,Private room,75,2,7,0.19,1,0,6375.350524696194,440
191,180237401,Manhattan,Chelsea,Entire home/apt,200,4,0,1.3770742181764792,1,31,6372.101994069571,6762
192,6837486,Manhattan,Theater District,Entire home/apt,100,1,0,1.3770742181764792,1,0,6370.269969907237,6762
193,37728157,Brooklyn,Williamsburg,Entire home/apt,175,11,11,0.24,1,0,6374.232439434187,280
194,79675471,Manhattan,Upper East Side,Entire home/apt,99,2,0,1.3770742181764792,1,0,6368.454595941446,6762
195,4276261,Manhattan,East Village,Entire home/apt,350,3,1,0.7,1,66,6373.867657527426,42
196,3432742,Manhattan,West Village,Private room,88,2,2,0.05,1,348,6373.319462920257,4
197,15688520,Manhattan,East Village,Private room,240,2,8,0.13,2,93,6373.757968497124,555
198,84495247,Brooklyn,Bedford-Stuyvesant,Entire home/apt,169,4,78,2.54,1,84,6377.056980476272,14
199,258551028,Brooklyn,Bensonhurst,Private room,40,5,4,1.74,1,0,6385.46272223775,45
200,101771985,Manhattan,Harlem,Private room,90,1,0,1.3770742181764792,3,121,6364.3459706321555,6762
201,31482341,Manhattan,Inwood,Private room,45,5,30,0.94,2,0,6356.987032947945,187
202,2019135,Brooklyn,Bedford-Stuyvesant,Entire home/apt,175,3,4,1.36,1,26,6376.914376535918,20
203,3353772,Brooklyn,Williamsburg,Private room,75,1,1,0.02,1,0,6374.482043165352,1434
204,120381434,Manhattan,Hell's Kitchen,Entire home/apt,227,5,6,0.95,1,0,6369.406456896759,76
205,1678050,Manhattan,West Village,Entire home/apt,215,30,16,0.48,2,0,6373.863862306677,783
206,166634,Queens,Astoria,Entire home/apt,150,5,0,1.3770742181764792,5,0,6368.89524877845,6762
207,58254001,Manhattan,Upper West Side,Private room,80,3,17,0.51,1,129,6365.288999786566,4
208,50760546,Manhattan,Murray Hill,Entire home/apt,139,30,2,0.07,31,134,6371.012493059196,249
209,15355526,Manhattan,Chelsea,Entire home/apt,350,2,12,0.19,1,0,6372.6342713519225,1344
210,111978355,Queens,Elmhurst,Entire home/apt,230,2,30,2.97,2,51,6370.107094675818,24
211,92237522,Brooklyn,Flatbush,Private room,35,3,17,1.62,2,59,6382.4837694463795,9
212,141122152,Queens,East Elmhurst,Private room,80,1,86,6.35,1,147,6367.439642163802,18
213,17122534,Bronx,Clason Point,Entire home/apt,350,3,1,0.09,1,0,6361.911117873202,315
214,110965771,Queens,Flushing,Private room,45,2,24,1.22,7,57,6364.797824649233,71
215,583269,Brooklyn,Bedford-Stuyvesant,Private room,110,1,0,1.3770742181764792,1,0,6375.432201439124,6762
216,226979522,Manhattan,Midtown,Entire home/apt,135,4,9,1.46,1,314,6371.5420695112025,17
217,23719409,Manhattan,Harlem,Private room,60,1,41,2.24,4,132,6362.220853814867,16
218,3771945,Brooklyn,Bedford-Stuyvesant,Private room,50,2,3,0.32,1,0,6375.671279443462,65
219,96347002,Brooklyn,Crown Heights,Entire home/apt,150,60,0,1.3770742181764792,1,364,6378.292820513145,6762
220,1788377,Manhattan,SoHo,Entire home/apt,200,1,0,1.3770742181764792,1,0,6374.165598161553,6762
221,12211018,Brooklyn,Clinton Hill,Entire home/apt,170,2,3,0.39,1,0,6376.972340241236,191
222,84529,Queens,Elmhurst,Entire home/apt,100,60,2,0.17,1,132,6369.280714235671,187
223,264527995,Queens,Long Island City,Entire home/apt,250,3,1,1.0,1,164,6368.732632308796,8
224,107716952,Queens,Jamaica,Private room,65,1,0,1.3770742181764792,2,163,6373.012135747605,6762
225,221901576,Manhattan,West Village,Entire home/apt,217,105,0,1.3770742181764792,2,85,6372.746632129109,6762
226,17289499,Brooklyn,Prospect Heights,Entire home/apt,140,3,12,0.2,1,4,6378.210671534525,672
227,43375242,Queens,Long Island City,Entire home/apt,120,3,40,1.45,2,365,6369.4926805715,8
228,12087651,Manhattan,Harlem,Private room,95,2,44,1.27,1,90,6362.503171727434,14
229,158635893,Manhattan,Hell's Kitchen,Entire home/apt,209,1,4,3.43,1,177,6369.862562943834,15
230,92322271,Brooklyn,Crown Heights,Private room,88,2,0,1.3770742181764792,2,0,6378.719864806832,6762
231,6862083,Manhattan,Two Bridges,Private room,110,3,1,0.11,1,350,6375.542935092895,283
232,12872707,Brooklyn,Bedford-Stuyvesant,Private room,40,4,0,1.3770742181764792,1,0,6377.6245022377125,6762
233,9295237,Queens,Astoria,Private room,2000,365,0,1.3770742181764792,2,0,6368.777014593297,6762
234,136812761,Brooklyn,Bedford-Stuyvesant,Entire home/apt,389,1,107,4.4,3,80,6375.858077324143,15
235,173373234,Brooklyn,Bensonhurst,Entire home/apt,200,30,19,1.17,2,179,6386.43915666033,358
236,52950465,Manhattan,Midtown,Entire home/apt,199,30,0,1.3770742181764792,12,226,6370.606025780617,6762
237,67987135,Brooklyn,Bedford-Stuyvesant,Entire home/apt,139,1,8,1.36,9,134,6376.066923595641,24
238,7120328,Brooklyn,Prospect-Lefferts Gardens,Entire home/apt,151,1,173,2.36,1,213,6380.026729358431,3
239,16308791,Manhattan,Little Italy,Entire home/apt,236,2,55,2.24,1,314,6374.986934378431,14
240,258159396,Manhattan,Upper West Side,Entire home/apt,438,5,6,3.1,1,136,6365.2896679484265,3
241,26030112,Brooklyn,Williamsburg,Private room,190,2,3,0.36,1,0,6374.024932836506,187
242,50165193,Manhattan,Upper West Side,Private room,95,21,2,0.05,1,281,6368.33201010102,1052
243,836168,Manhattan,Upper West Side,Entire home/apt,2000,30,9,0.17,11,364,6368.803779359618,1358
244,65064,Manhattan,Chinatown,Entire home/apt,300,7,2,0.03,1,0,6374.7997156642505,1736
245,390251,Manhattan,Harlem,Private room,95,2,2,0.14,4,88,6364.993090404852,351
246,1338262,Brooklyn,Boerum Hill,Entire home/apt,160,3,38,0.8,3,249,6378.17458365246,32
247,46200692,Brooklyn,East Flatbush,Entire home/apt,50,2,8,0.61,1,0,6380.452418576439,239
248,102278506,Queens,Astoria,Entire home/apt,110,21,6,0.19,1,0,6368.373454176489,535
249,130768576,Queens,Ditmars Steinway,Private room,50,1,77,3.66,1,145,6366.382929716315,15
250,157558461,Brooklyn,Bedford-Stuyvesant,Private room,80,3,3,0.16,3,88,6376.634677033997,281
251,24597265,Queens,Ditmars Steinway,Private room,50,6,11,0.24,8,358,6367.016469895365,38
252,6243641,Brooklyn,DUMBO,Entire home/apt,145,2,1,0.05,1,0,6376.406971427432,615
253,10287553,Manhattan,Hell's Kitchen,Private room,147,2,1,1.0,1,27,6369.371216126646,7
254,219517861,Manhattan,Hell's Kitchen,Entire home/apt,182,29,0,1.3770742181764792,327,302,6370.278088402783,6762
255,41902579,Manhattan,Chelsea,Entire home/apt,140,7,41,1.66,1,13,6372.460994997684,23
256,272365275,Queens,Bayswater,Private room,55,1,0,1.3770742181764792,1,170,6381.668003510906,6762
257,44260966,Bronx,Soundview,Private room,28,2,98,2.12,3,108,6359.785231424366,17
258,24273714,Brooklyn,Williamsburg,Private room,85,1,31,0.93,3,279,6373.907076145033,8
259,1286275,Brooklyn,Bushwick,Private room,65,5,39,0.56,1,187,6374.5654753883655,771
260,10558652,Manhattan,Two Bridges,Entire home/apt,320,4,6,0.18,2,142,6375.428235465271,188
261,251331500,Brooklyn,Bushwick,Entire home/apt,199,1,5,1.46,1,178,6374.193862615186,85
262,20318406,Manhattan,Hell's Kitchen,Entire home/apt,120,1,12,0.24,1,163,6369.795773036749,354
263,162938514,Brooklyn,Williamsburg,Entire home/apt,250,2,24,3.01,1,282,6374.465179317052,9
264,33867639,Manhattan,Chinatown,Private room,90,1,82,6.24,3,77,6375.307766645714,20
265,1189195,Brooklyn,Williamsburg,Entire home/apt,195,3,4,0.22,1,0,6374.696965614377,287
266,35673036,Brooklyn,Sheepshead Bay,Private room,50,3,3,0.28,1,189,6387.602278277456,297
267,179661186,Brooklyn,Sheepshead Bay,Private room,61,2,3,1.48,2,0,6386.470943092969,7
268,51829088,Queens,Jackson Heights,Entire home/apt,139,1,0,1.3770742181764792,1,0,6368.9649187454825,6762
269,41955015,Manhattan,Murray Hill,Entire home/apt,150,1,2,0.32,1,0,6371.25967778703,182
270,261750091,Manhattan,Theater District,Private room,100,1,0,1.3770742181764792,7,320,6369.855453069039,6762
271,10998158,Queens,Long Island City,Private room,100,29,37,0.57,1,305,6368.9107762780895,212
272,209405908,Manhattan,Hell's Kitchen,Private room,100,1,41,3.8,3,64,6370.786568209439,20
273,14231957,Manhattan,West Village,Entire home/apt,250,2,5,0.14,1,0,6373.3493744513535,1021
